Name,Course,Department,Age,City,Hobby,Allowance,Salary of Parents
Paul Yu,Mechanical Engineering,Engineering,25,New York,Music,3937.5,144507.66666666666
Billy Mason,Mechanical Engineering,Science,20,Chicago,Traveling,3144.0,138445.0
John Gill,Computer Science,Arts,22,New York,Music,1656.5,72509.0
Kimberly Rowland,Mathematics,Engineering,21,San Francisco,Music,2512.6666666666665,102061.0
Jason Gonzales,Nursing,Arts,22,Chicago,Music,4260.0,125952.0
Andrew Cox,Biology,Health,20,Houston,Gaming,2829.0,136304.0
Martin Travis MD,Law,Engineering,21,Remote,Cooking,1958.0,101046.66666666666
Stephen Barnett,Computer Science,Law,20,San Francisco,Sports,1087.0,65789.33333333333
Amy Meyers,Biology,Business,24,Chicago,Reading,4586.0,30532.0
Stephanie Nguyen,Law,Arts,24,San Francisco,Gaming,4425.666666666667,31451.0
Nichole Howell,Philosophy,Health,20,Chicago,Sports,4105.0,38778.5
April Coleman,Business Administration,Law,25,New York,Cooking,3980.0,45187.0
Paige Rose,Mathematics,Engineering,21,Remote,Traveling,1294.0,52397.0
Candace Walsh,Nursing,Arts,24,San Francisco,Reading,1234.0,50168.0
Christina Reynolds,Architecture,Law,22,New York,Traveling,1214.0,139665.0
Michelle Mcdaniel,Information Technology,Engineering,22,Los Angeles,Cooking,4917.0,134813.33333333334
Carla Clark,Mechanical Engineering,Business,21,Houston,Traveling,3953.0,129961.66666666669
Chris Bates,Architecture,Arts,19,San Francisco,Cooking,2025.0,122231.0
Jennifer Vazquez,Physics,Science,23,Remote,Cooking,3062.5,109904.0
Justin Arnold,Psychology,Health,21,Los Angeles,Traveling,4100.0,81014.5
Megan Black,Computer Science,Health,23,Houston,Sports,4690.0,52125.0
Roger Graves,Law,Law,25,Los Angeles,Traveling,1355.0,86541.5
Robert Mejia,Information Technology,Engineering,19,Boston,Traveling,2947.0,75695.5
Kim Ramirez,Chemistry,Engineering,22,Chicago,Music,3421.0,109569.0
Jennifer Leach,Psychology,Arts,19,Los Angeles,Music,2794.5,124240.0
Erin Johnson,Biology,Business,23,Chicago,Reading,2633.0,118781.75
Olivia Carney,Mechanical Engineering,Science,25,Houston,Sports,2114.333333333333,113323.5
Samuel May,Electrical Engineering,Engineering,25,Los Angeles,Gaming,1595.6666666666667,107865.25
Blake Maldonado,Physics,Engineering,20,New York,Sports,1077.0,102407.0
Mr. Richard Ramos,Architecture,Science,22,Los Angeles,Traveling,1905.0,89392.6
Ronald Harper,Physics,Arts,25,Los Angeles,Music,2121.8571428571427,63363.8
Aaron Allen,Mechanical Engineering,Law,25,Remote,Traveling,2230.285714285714,50349.4
Natalie Hernandez,Business Administration,Business,22,New York,Sports,2338.714285714286,37335.0
Mary Walker,Biology,Engineering,23,San Francisco,Traveling,2447.142857142857,76579.5
Brittany Ramirez,Nursing,Arts,24,Los Angeles,Sports,2555.5714285714284,115824.0
Robin Kline,Mathematics,Arts,19,Los Angeles,Gaming,2664.0,95711.0
Mario Grant,Information Technology,Business,19,New York,Gaming,2667.0,75598.0
James Mendoza,Nursing,Science,20,Boston,Traveling,2366.0,55485.0
Joyce Welch,Psychology,Law,24,Boston,Gaming,2065.0,35372.0
Jeffrey Williams,Biology,Health,21,Los Angeles,Sports,1848.428571428572,45684.66666666666
Beverly Edwards,Business Administration,Engineering,25,New York,Traveling,1932.857142857143,50841.0
Robert Diaz,Physics,Arts,22,Boston,Traveling,2017.2857142857144,114791.0
Nicholas Anderson III,Nursing,Engineering,22,Boston,Music,2101.714285714286,47695.0
Bradley Roberts,Computer Science,Health,22,New York,Gaming,2355.0,55573.0
Randall Hernandez,Information Technology,Law,25,Houston,Gaming,2037.0,58199.0
John Guerrero,Physics,Business,23,Remote,Music,1719.0,57039.0
Jessica Arellano,Business Administration,Health,19,New York,Sports,1083.0,46549.0
Charles Mclaughlin,Mechanical Engineering,Business,25,San Francisco,Music,1329.857142857143,30254.0
Ralph Blackwell,Chemistry,Engineering,24,New York,Gaming,1823.5714285714284,147530.2
Laura Williams MD,Law,Engineering,22,Houston,Gaming,2070.428571428572,146486.4
Edward Rogers,Law,Business,25,Boston,Music,2564.142857142857,144398.8
Crystal Alexander,Physics,Engineering,18,Remote,Traveling,2811.0,143355.0
Angela Taylor,Chemistry,Science,18,Boston,Music,2545.5,142261.0
Cory Manning,Law,Business,22,New York,Traveling,3587.0,80432.0
Alyssa Rivera,Chemistry,Business,25,Chicago,Cooking,4059.0,70587.0
Mrs. Christina Little DVM,Information Technology,Health,23,Boston,Cooking,4247.666666666667,67483.18181818182
Donna Kirby,Architecture,Science,20,San Francisco,Sports,4342.0,74224.36363636363
Jason Sims,Law,Health,24,Remote,Sports,2038.0,87706.72727272726
Marie Duncan,Mathematics,Science,18,Remote,Sports,2893.5,94447.90909090907
Katrina Price,Electrical Engineering,Arts,21,Houston,Music,3257.0,107930.27272727274
Benjamin Campbell,Chemistry,Health,21,Houston,Cooking,2765.0,114671.45454545454
Bianca Banks,Electrical Engineering,Engineering,24,San Francisco,Sports,3704.0,121412.63636363635
Martin Edwards,Psychology,Law,24,Houston,Music,3625.5,128153.81818181818
Jacob Fernandez,Computer Science,Business,18,Houston,Traveling,3547.0,134895.0
Joshua Lee,Physics,Business,21,Houston,Reading,1576.0,68136.0
Mark Swanson,Nursing,Engineering,18,Remote,Traveling,2522.0,93688.0
Kristen Carter,Law,Engineering,21,Remote,Music,4674.0,94654.0
Vanessa Salazar,Law,Engineering,23,Boston,Gaming,3499.0,109427.66666666669
Eric Novak,Nursing,Health,24,Los Angeles,Reading,1340.0,82199.33333333334
Lisa Russell,Electrical Engineering,Business,20,Los Angeles,Gaming,4624.0,54971.0
Katherine Hale,Philosophy,Health,25,Remote,Gaming,4024.5,128149.0
Cody Davis,Business Administration,Engineering,24,Remote,Traveling,3520.0,86593.0
Susan Jones,Chemistry,Business,24,New York,Music,3684.0,68713.5
Sharon Spencer,Biology,Science,22,Houston,Traveling,3545.333333333333,50834.0
John King,Mathematics,Science,24,Houston,Sports,3406.6666666666665,131020.0
Edward Chapman,Electrical Engineering,Business,18,Boston,Cooking,3268.0,75877.0
Carol Horn,Information Technology,Business,20,Chicago,Music,2793.0,106998.5
Keith Baxter Jr.,Mechanical Engineering,Arts,25,Remote,Cooking,2555.5,122559.25
Robert Johnson,Physics,Arts,22,Houston,Gaming,2455.333333333333,116869.5
Scott Perez,Biology,Science,19,Los Angeles,Gaming,2730.0,111454.66666666669
Terri Atkins DDS,Biology,Law,22,San Francisco,Traveling,3119.333333333333,143126.0
Mallory Morales,Psychology,Engineering,23,Houston,Gaming,3846.8,81375.0
Kelly Black DVM,Business Administration,Health,21,Los Angeles,Gaming,4024.4,105197.5
Krystal Wilkinson,Architecture,Arts,25,Remote,Music,4202.0,129020.0
Michelle Soto,Computer Science,Science,18,San Francisco,Sports,2595.0,96656.0
Shawn Sanders,Chemistry,Business,24,San Francisco,Sports,1948.0,102375.0
Stephanie Lawson,Chemistry,Arts,25,New York,Music,4489.0,108094.0
Katherine Jones,Mathematics,Law,23,San Francisco,Traveling,4012.3333333333335,103165.0
Christina Frank,Physics,Arts,20,Los Angeles,Reading,3059.0,110221.5
Kelly Parker,Mechanical Engineering,Health,25,Los Angeles,Gaming,2489.0,74043.0
Jennifer Ray,Business Administration,Engineering,25,Los Angeles,Cooking,4661.0,101667.0
Charles Myers,Physics,Engineering,25,Boston,Traveling,4861.0,84681.0
Andrea Jones,Electrical Engineering,Law,25,Boston,Reading,1492.75,58320.0
Jessica Young,Nursing,Law,23,Los Angeles,Music,1661.5,60297.5
Carolyn Evans,Computer Science,Law,18,Remote,Traveling,1830.25,62275.0
Christina Mendoza,Mathematics,Law,22,Houston,Sports,1999.0,64252.5
Paul Davis,Architecture,Health,24,San Francisco,Traveling,4106.0,66111.0
Connie Robinson,Psychology,Science,19,Boston,Sports,3568.333333333333,83292.0
Lauren Hansen,Law,Engineering,23,Los Angeles,Cooking,1857.5,76823.0
Kevin Saunders,Business Administration,Health,24,Boston,Cooking,4030.0,100404.0
Michelle Bridges,Business Administration,Health,22,San Francisco,Music,4201.75,110372.0
Drew Johnson,Mathematics,Law,23,Houston,Cooking,4259.0,119184.0
Michael Lewis,Psychology,Law,23,Los Angeles,Gaming,4091.0,127996.0
Daniel Frazier,Nursing,Arts,24,Boston,Sports,4110.5,50124.0
Peggy Hendricks,Nursing,Science,21,Los Angeles,Traveling,3274.0,46979.0
Jennifer Adams,Information Technology,Law,18,Boston,Cooking,4569.0,74417.0
Natasha Reed,Law,Health,24,San Francisco,Music,1512.0,131550.0
Ryan Williams,Philosophy,Science,21,San Francisco,Gaming,1826.0,133415.0
Frederick Armstrong,Philosophy,Health,25,San Francisco,Traveling,3898.75,119136.33333333331
Sheila Clayton,Electrical Engineering,Science,23,Boston,Cooking,4548.25,87910.0
Gina Wilson,Mechanical Engineering,Business,24,Los Angeles,Sports,4873.0,93123.0
Margaret Russell,Business Administration,Engineering,20,Chicago,Cooking,4189.5,99725.0
John Barton,Business Administration,Law,24,Houston,Traveling,4017.0,103091.6
Erica Austin,Chemistry,Arts,22,Chicago,Traveling,4240.0,106458.2
Andrew Jones,Architecture,Arts,23,Chicago,Reading,4686.0,113191.4
William Thomas,Mathematics,Law,25,San Francisco,Traveling,3622.333333333333,116558.0
Edward Harris,Architecture,Law,18,New York,Reading,2558.6666666666665,102856.33333333331
Melissa Hood,Physics,Business,22,San Francisco,Music,1495.0,89154.66666666667
Troy Lee,Chemistry,Law,24,Houston,Sports,2040.3333333333333,73448.33333333333
Matthew Thomas,Law,Law,20,Houston,Traveling,2313.0,71443.66666666667
Jonathan Christian,Mathematics,Engineering,22,Chicago,Cooking,3164.0,69439.0
James Hall,Business Administration,Engineering,18,San Francisco,Sports,3742.5,129660.0
Kathryn Moore,Mechanical Engineering,Science,18,San Francisco,Traveling,2245.0,56321.0
Amanda Villarreal,Law,Arts,18,New York,Gaming,1565.0,114911.0
Tracy Daniels,Mathematics,Science,20,New York,Reading,2038.0,110635.0
Mario Rodriguez,Chemistry,Engineering,20,San Francisco,Music,3930.0,123170.25
Kelly Lee,Physics,Health,23,Chicago,Gaming,2287.0,114729.0
Monica Campbell,Philosophy,Business,23,Chicago,Cooking,2280.0,82751.0
Amanda Barnes,Biology,Science,25,Remote,Traveling,2259.0,107077.0
Richard Price,Mathematics,Engineering,25,Chicago,Traveling,2231.222222222222,90195.0
Janice Cannon,Architecture,Business,19,Houston,Traveling,2189.555555555556,66347.0
Michael Flynn,Law,Business,24,Boston,Music,2175.6666666666665,61777.333333333336
Kelly Williams,Chemistry,Health,22,Houston,Gaming,2161.777777777778,57207.66666666666
Melissa Lopez,Chemistry,Law,23,Boston,Gaming,2412.6666666666665,64608.66666666666
Kayla Ramirez,Architecture,Arts,23,San Francisco,Traveling,2691.333333333333,60036.333333333336
Mary Sanchez DVM,Nursing,Science,18,Remote,Music,2431.0,50891.66666666667
Annette Bowers,Law,Engineering,25,Los Angeles,Traveling,4971.0,41747.0
Christine Adams,Information Technology,Law,20,New York,Music,2357.0,48250.66666666666
Christopher Rivera,Chemistry,Arts,21,Boston,Music,1975.6666666666667,54754.333333333336
Peter Smith,Philosophy,Business,23,Remote,Gaming,2791.5,77425.0
Devin Henderson,Electrical Engineering,Law,25,Boston,Traveling,2506.0,75739.5
Dennis Ross,Mechanical Engineering,Engineering,23,Remote,Music,2339.0,74054.0
David Moran,Biology,Science,21,New York,Gaming,2888.5,101209.0
Martha James,Information Technology,Law,20,Chicago,Cooking,3996.0,132152.25
Bruce Myers,Electrical Engineering,Arts,20,Houston,Sports,1582.0,128258.75
Lauren Gutierrez,Business Administration,Business,19,Houston,Music,2040.0,123102.5
James Crawford,Philosophy,Engineering,20,Chicago,Reading,2498.0,117946.25
Craig Sanchez,Biology,Arts,19,Houston,Reading,3414.0,39473.0
Anna Gregory,Nursing,Business,18,Los Angeles,Reading,4904.0,138219.0
Kevin Kelley,Information Technology,Science,19,Houston,Sports,3277.5,88973.0
Joseph Morris,Electrical Engineering,Business,23,Remote,Music,2464.25,120769.0
Sandra Silva,Information Technology,Engineering,19,New York,Reading,1651.0,130612.0
Maria Sims,Philosophy,Science,25,Houston,Reading,3561.0,140455.0
Brian Davis,Physics,Health,19,Boston,Music,3651.6666666666665,136265.6
Toni Russell,Mechanical Engineering,Business,21,New York,Gaming,3742.3333333333335,132076.2
Matthew Neal,Electrical Engineering,Health,23,Boston,Gaming,3833.0,127886.8
Diana Cooper,Computer Science,Health,21,San Francisco,Gaming,4014.3333333333335,119508.0
Thomas Jordan,Biology,Engineering,19,Chicago,Music,4105.0,86271.5
Gina Phillips,Psychology,Business,18,San Francisco,Cooking,1992.0,94389.5
Hannah Bautista,Mechanical Engineering,Arts,25,Chicago,Sports,3492.0,135744.0
Joe Campbell,Information Technology,Arts,20,San Francisco,Reading,2684.0,32539.0
Tyler Fleming,Physics,Health,20,Boston,Cooking,4383.666666666667,116776.5
Heather Lee,Business Administration,Health,24,Chicago,Music,4224.0,103910.0
Carl Avila,Psychology,Business,21,Los Angeles,Traveling,1902.0,105581.66666666669
Margaret Graves,Computer Science,Engineering,22,San Francisco,Reading,2344.0,107253.33333333331
Erin Stafford,Information Technology,Arts,21,Houston,Sports,1430.0,54036.0
Rebecca Smith,Biology,Law,19,New York,Sports,3774.272727272728,55912.0
Sandra Davidson,Information Technology,Engineering,23,Boston,Traveling,3673.545454545456,56850.0
Jonathan Davidson,Electrical Engineering,Law,18,New York,Gaming,3572.818181818182,57788.0
Amanda Tran,Architecture,Engineering,21,Remote,Gaming,3472.090909090909,64945.66666666666
Jessica Dixon,Nursing,Law,20,Remote,Traveling,3371.3636363636365,72103.33333333333
Mike Thomas,Mechanical Engineering,Engineering,22,Chicago,Gaming,3069.181818181818,68253.85714285714
Nicole Sanchez,Biology,Arts,18,Remote,Traveling,2867.7272727272725,57246.71428571429
Laura Silva,Nursing,Law,22,Houston,Sports,2166.0,40736.0
Corey Black,Chemistry,Arts,18,New York,Reading,4593.0,43700.0
Sarah Thomas,Philosophy,Engineering,23,Chicago,Cooking,1495.0,115638.0
Maria Khan,Mathematics,Health,18,Remote,Reading,4945.0,53484.0
Jonathan Johnson,Psychology,Health,22,Houston,Sports,1640.0,101155.0
Jonathan Colon,Law,Arts,25,New York,Reading,2669.0,79519.0
Heidi Alvarez,Law,Science,21,San Francisco,Traveling,3698.0,57883.0
Daniel Cisneros,Nursing,Law,18,New York,Sports,3885.0,51726.5
Lisa King,Psychology,Health,22,New York,Reading,4072.0,45570.0
Brandy Lowe,Chemistry,Law,21,Remote,Gaming,4259.0,100070.0
Jill Patrick,Information Technology,Business,24,Remote,Gaming,3566.0,79983.0
Hector Hunt,Business Administration,Law,20,Remote,Cooking,1793.0,44769.0
Autumn Hawkins,Mathematics,Arts,23,Houston,Gaming,3773.0,103726.0
David Caldwell,Law,Arts,23,Boston,Music,4921.0,99057.42857142857
Rebecca Schmidt,Information Technology,Science,20,Remote,Cooking,2266.0,89720.28571428571
George Pittman,Mathematics,Engineering,22,Houston,Sports,1611.0,85051.71428571429
Jennifer Carrillo,Biology,Science,23,Remote,Gaming,2275.0,71046.0
Jacob Anthony,Architecture,Arts,22,San Francisco,Reading,2126.2,89965.0
Jonathan Douglas,Electrical Engineering,Science,19,Los Angeles,Reading,2051.8,82788.33333333333
Michael Santiago,Nursing,Business,23,Houston,Cooking,1977.4,75611.66666666667
Anita Fowler,Mathematics,Science,19,Chicago,Cooking,2925.0,61258.33333333333
Stephen Martinez,Physics,Arts,18,Boston,Cooking,3947.0,54081.66666666666
Jennifer Hernandez,Law,Science,25,Los Angeles,Sports,3389.5,46905.0
Rebecca Morris,Physics,Law,25,Los Angeles,Music,2550.0,71246.5
Thomas Parker,Biology,Engineering,18,New York,Reading,2268.0,35788.0
Gregory Giles,Physics,Arts,25,Los Angeles,Music,1986.0,129514.0
Stephen Pennington,Architecture,Business,18,Remote,Cooking,2021.6666666666667,116082.0
Dr. Donald Lane,Business Administration,Law,22,Los Angeles,Sports,2057.333333333333,99880.33333333331
Shannon Bright,Chemistry,Health,20,New York,Cooking,3019.333333333333,67477.0
Todd Cox,Law,Law,25,Houston,Cooking,4872.0,84435.0
Bonnie Jones,Biology,Health,23,San Francisco,Traveling,4139.0,75479.0
Andrew Schwartz,Electrical Engineering,Health,23,New York,Gaming,3696.0,65509.5
Adam Wolfe,Philosophy,Health,21,Boston,Reading,1043.0,55540.0
Mary Walker,Computer Science,Arts,21,New York,Traveling,2079.0,80342.0
Cole Hernandez,Mechanical Engineering,Health,19,Los Angeles,Music,3115.0,74611.66666666667
Brenda White,Architecture,Health,19,New York,Music,4151.0,68881.33333333333
Ryan Roberts,Mathematics,Arts,18,Chicago,Cooking,2068.0,57420.66666666667
Justin Collins,Mathematics,Health,18,Los Angeles,Cooking,1066.0,51690.333333333336
Lauren Hendricks,Information Technology,Business,22,Boston,Sports,1618.6666666666663,72441.0
Matthew Porter,Mathematics,Business,23,Chicago,Cooking,1895.0,98922.0
Timothy Bean,Philosophy,Science,22,New York,Reading,3545.0,89137.33333333333
Kathryn Figueroa,Information Technology,Law,19,Boston,Gaming,3810.0,96487.16666666666
Michael Bennett,Psychology,Business,20,Boston,Sports,4712.333333333333,82635.66666666667
Crystal Hernandez,Psychology,Science,19,Boston,Gaming,4441.0,84590.83333333333
Kathleen Jordan,Biology,Engineering,24,Los Angeles,Sports,4869.0,109702.5
Dustin Adams,Mechanical Engineering,Business,22,Los Angeles,Gaming,2626.5,147370.0
Devin Bennett,Computer Science,Engineering,23,Houston,Sports,2841.0,104362.0
Kelly Lopez,Biology,Arts,22,Chicago,Sports,3803.0,57451.0
John Copeland,Physics,Engineering,22,Los Angeles,Music,3082.0,70569.5
George Soto,Mathematics,Health,24,San Francisco,Gaming,4158.0,83688.0
Rose Hale,Business Administration,Health,18,Chicago,Gaming,1503.0,58318.0
Billy Jones,Information Technology,Science,23,Chicago,Traveling,1729.6666666666667,91930.5
Brenda Anderson,Physics,Engineering,18,Los Angeles,Traveling,2248.5,65721.0
Vincent Silva,Physics,Science,23,Boston,Music,1684.0,66360.0
Frank Norman,Computer Science,Science,23,Remote,Traveling,1596.0,71037.33333333333
Christopher Barker,Law,Law,20,Los Angeles,Sports,3349.0,73376.0
Bridget White,Electrical Engineering,Business,22,Los Angeles,Traveling,2683.333333333333,94821.0
Jennifer Jenkins,Architecture,Arts,21,Los Angeles,Sports,2017.6666666666667,116266.0
Michael Wilson,Philosophy,Health,20,Chicago,Sports,2707.0,103328.5
Jill Fisher,Physics,Arts,20,New York,Music,3541.6666666666665,45295.0
Sylvia Morrison,Law,Business,21,San Francisco,Traveling,3350.333333333333,73396.5
Amanda Hart,Psychology,Science,23,Chicago,Reading,2585.0,111751.33333333334
Paige Scott,Psychology,Law,21,Remote,Gaming,1715.0,106261.0
Susan Esparza,Electrical Engineering,Arts,21,San Francisco,Sports,1963.4,86378.0
Patricia Myers,Law,Science,21,Houston,Gaming,2460.2,138015.0
Scott Moreno,Law,Health,22,Houston,Gaming,2708.6,133719.0
Stephanie Ramirez,Nursing,Health,22,San Francisco,Sports,3247.0,82220.5
Mr. Jonathan Mcconnell,Mechanical Engineering,Arts,24,Remote,Traveling,2918.0,126301.0
Thomas Gomez,Mathematics,Science,21,Boston,Music,3069.0,123931.5
Diana Rose,Mechanical Engineering,Science,18,San Francisco,Traveling,3220.0,121562.0
Natasha Black,Physics,Engineering,20,San Francisco,Traveling,4113.0,83952.0
Patrick Blackburn,Architecture,Engineering,21,Los Angeles,Sports,4489.0,95878.0
Kelly Butler,Information Technology,Engineering,18,Boston,Gaming,4086.6666666666665,107804.0
Heather Miller,Architecture,Arts,20,Boston,Music,2768.0,41148.0
Yvette Lyons,Philosophy,Health,20,Boston,Sports,3601.0,54941.0
Mario Herring,Mathematics,Health,23,Boston,Music,3730.0,69038.2
Timothy Mitchell,Computer Science,Engineering,25,San Francisco,Sports,2927.0,56496.8
Elizabeth Tran,Information Technology,Engineering,23,Chicago,Gaming,2124.0,43955.4
Brittany Ramirez,Psychology,Science,21,Los Angeles,Traveling,4261.0,31414.0
Karen Newman,Electrical Engineering,Business,25,Houston,Music,2873.0,99753.0
Jose Williams,Law,Health,24,Houston,Reading,1313.0,79192.0
Aaron Ewing,Electrical Engineering,Health,20,Boston,Sports,1141.0,38070.0
Michael Lowe,Biology,Arts,18,New York,Cooking,4001.0,40397.2
Alexandra Mitchell,Information Technology,Science,23,San Francisco,Cooking,2613.5,45051.6
Margaret Lynch,Law,Science,19,New York,Cooking,3340.0,49706.0
Ashley Solis,Chemistry,Law,21,Chicago,Music,2581.0,135612.0
Jerry Briggs,Architecture,Law,22,San Francisco,Gaming,1822.0,110963.0
Suzanne Bauer,Philosophy,Engineering,25,Chicago,Reading,4166.0,108486.0
Patrick Bryant,Physics,Engineering,24,San Francisco,Sports,2447.0,122100.66666666669
Patricia Moore,Business Administration,Engineering,23,Houston,Music,1895.0,97319.5
Angela Cross,Mathematics,Science,24,Remote,Gaming,1848.0,111760.5
Allison Turner,Electrical Engineering,Health,18,Boston,Sports,1408.0,99698.0
Kristin Nicholson,Computer Science,Engineering,23,Los Angeles,Music,3556.0,96771.0
Jeffrey Rodriguez,Mechanical Engineering,Business,19,Remote,Cooking,4250.5,71990.0
Valerie Myers,Nursing,Engineering,19,Chicago,Gaming,3529.0,146622.0
Robert Smith,Psychology,Engineering,24,Boston,Sports,1175.0,130503.0
Gavin Sutton,Business Administration,Engineering,23,Los Angeles,Reading,2873.0,47805.0
Joseph Young,Computer Science,Business,19,San Francisco,Gaming,1861.0,94837.0
Allen Adkins,Computer Science,Science,22,Boston,Traveling,1060.0,105394.0
Jill Gardner,Mathematics,Business,19,Remote,Traveling,1630.6666666666663,68320.0
Sheila Martin,Mathematics,Health,22,Chicago,Sports,2772.0,69320.0
Kimberly Parker,Information Technology,Law,22,Los Angeles,Traveling,4169.333333333333,80300.0
Shannon Taylor,Physics,Engineering,25,Boston,Music,4868.0,123547.0
Richard Torres,Computer Science,Engineering,24,Boston,Cooking,2463.0,56161.5
Wendy Carter,Law,Law,24,New York,Cooking,3829.0,68684.0
Stephanie Jackson,Architecture,Engineering,18,Los Angeles,Sports,3479.5,81206.5
Heather Perez,Mathematics,Engineering,25,Boston,Reading,3130.0,93729.0
Charles Smith,Electrical Engineering,Health,18,Los Angeles,Traveling,3842.5,109381.66666666669
Martha Herrera,Nursing,Business,22,San Francisco,Reading,3442.75,104392.5
Amy Rodriguez,Computer Science,Engineering,22,Houston,Cooking,3043.0,99403.33333333331
Antonio Franklin,Mechanical Engineering,Health,20,Boston,Sports,3618.5,119827.0
Lori Sanchez,Mechanical Engineering,Law,24,Remote,Gaming,2489.0,104082.66666666669
Ebony Flowers,Psychology,Health,19,Chicago,Traveling,3439.0,50753.0
Jenna Wright,Philosophy,Business,24,Los Angeles,Gaming,2368.0,63009.0
Michael Haynes,Business Administration,Science,20,Remote,Sports,3583.5,51380.0
Daniel Koch,Psychology,Health,21,Chicago,Reading,4783.5,100335.5
Lauren Pierce,Physics,Business,25,Boston,Gaming,4768.0,104969.0
Natasha Banks,Architecture,Law,20,Los Angeles,Reading,4440.5,101456.6
Kenneth Wallace,Biology,Health,25,Boston,Reading,4924.0,94431.8
Alexander Potts,Mathematics,Law,20,San Francisco,Gaming,4897.0,90919.4
Dr. Elizabeth Evans,Computer Science,Law,18,San Francisco,Music,4736.0,87407.0
Karen Lewis,Computer Science,Health,20,Houston,Gaming,1963.5,52210.5
Gina Miller,Business Administration,Law,18,Chicago,Cooking,2150.0,50231.75
Elizabeth Mitchell MD,Chemistry,Engineering,22,Houston,Sports,2840.0,48253.0
William Palmer,Nursing,Business,19,Chicago,Gaming,3143.0,44295.5
Stephanie Salas DDS,Computer Science,Science,19,New York,Gaming,4315.0,40338.0
Renee Le,Electrical Engineering,Arts,25,Los Angeles,Gaming,1528.0,132013.0
Dan Moss,Architecture,Business,19,New York,Cooking,3719.0,101793.0
Zachary Howell,Philosophy,Health,23,Remote,Traveling,4866.0,83999.5
Jennifer Gibbs,Psychology,Engineering,25,Los Angeles,Traveling,3579.0,56046.0
Robert Odonnell,Business Administration,Engineering,25,Remote,Music,3329.0,59752.0
Johnathan Porter,Law,Science,22,Houston,Sports,3079.0,96610.0
Blake Roman,Psychology,Arts,22,Chicago,Gaming,2015.0,78950.0
Mr. Kevin Walker PhD,Computer Science,Law,25,San Francisco,Reading,3766.0,67340.5
Michelle Clark,Physics,Health,23,San Francisco,Gaming,1708.0,61535.75
Denise Mckay,Chemistry,Business,23,Chicago,Music,1503.142857142857,118569.66666666669
William Mcguire,Philosophy,Business,19,San Francisco,Reading,3244.0,118173.0
Alicia Estrada,Physics,Law,21,Remote,Reading,2823.5,117855.66666666669
Christine Grant,Computer Science,Law,25,Boston,Traveling,3364.75,117776.33333333331
Kathleen Mitchell,Mathematics,Engineering,23,Houston,Reading,3906.0,117697.0
Jay Moore,Chemistry,Business,22,Chicago,Gaming,4135.0,112563.16666666669
Matthew Ferguson,Mathematics,Law,21,Remote,Reading,4364.0,107429.33333333331
Jay Jennings,Nursing,Business,21,Chicago,Music,4368.25,102295.5
Eric Clark,Psychology,Business,19,Remote,Traveling,4381.0,86894.0
Heather Powell,Architecture,Engineering,21,New York,Music,4882.0,60882.0
Chad Brown,Psychology,Engineering,20,Los Angeles,Traveling,3047.0,34870.0
Patrick Dunn,Nursing,Law,20,San Francisco,Cooking,3015.0,37135.0
Joyce Jones,Computer Science,Engineering,24,San Francisco,Sports,3087.0,143600.0
Noah Williams,Nursing,Business,20,Los Angeles,Reading,3056.5,78920.0
Joseph Taylor,Mathematics,Law,24,Boston,Sports,2920.0,80501.66666666667
Steven Hall,Business Administration,Engineering,21,Chicago,Traveling,2850.6666666666665,95289.66666666669
Robert Martin,Information Technology,Law,24,Houston,Sports,2555.333333333333,106914.33333333331
Anthony Vasquez,Information Technology,Engineering,23,Houston,Gaming,2804.0,115346.66666666669
Robert Harper,Mechanical Engineering,Health,22,Boston,Traveling,4559.0,108962.0
April Stanley,Law,Science,25,Remote,Music,2195.0,82644.0
Jordan Hicks,Biology,Law,21,Boston,Reading,4961.0,66369.0
Willie Ellis,Business Administration,Science,19,Chicago,Gaming,3597.0,85727.0
Dylan Perez,Nursing,Law,18,Boston,Reading,1565.0,105085.0
Mrs. Charlotte Acosta,Mechanical Engineering,Science,20,Los Angeles,Gaming,2109.6666666666665,63231.0
Jessica Villa DVM,Business Administration,Law,18,Boston,Sports,3098.0,135160.0
Sandra Alexander,Electrical Engineering,Engineering,24,Chicago,Reading,3047.5,145732.0
Haley Trevino,Electrical Engineering,Engineering,24,Chicago,Cooking,2997.0,72843.0
Christine Thomas,Physics,Science,20,Remote,Music,3369.5,76189.33333333333
Jessica Holland,Architecture,Science,25,New York,Music,3600.333333333333,82882.0
Sharon Reyes,Electrical Engineering,Arts,20,Remote,Traveling,3458.6666666666665,85276.0
Carla Johns,Law,Health,24,Houston,Gaming,3317.0,116901.0
Katie Beck,Nursing,Business,23,New York,Gaming,2893.4,107291.0
Anthony Jennings,Nursing,Science,20,Boston,Sports,2469.8,97681.0
Scott Smith,Mechanical Engineering,Arts,24,Houston,Cooking,2046.2,105381.0
Matthew Christian,Biology,Engineering,24,Remote,Music,1622.6,113081.0
John Lopez,Biology,Engineering,19,Remote,Gaming,1199.0,120781.0
Scott Williams,Information Technology,Business,25,Houston,Reading,4782.0,107433.0
Jody Chen,Biology,Law,22,Remote,Sports,2605.0,44245.0
Joseph Griffin,Law,Health,22,New York,Cooking,3031.0,62570.0
Lauren Mckinney,Business Administration,Health,18,Los Angeles,Reading,4187.0,80895.0
Chase Willis,Electrical Engineering,Business,20,Boston,Traveling,3389.0,142884.0
